Cod_Instrument,Nume_Instrument,Categorie,Subcategorie,Furnizor,Tara_Origine,Material,Pret_Unitar_EUR,Cantitate,Valoare_Totala_EUR,Data_Achizitie,Garantie_Luni,Data_Expirare_Garantie,Conditie,Stoc_Minim,Rating_Calitate,Autoclavabil,Utilizari_Maxime,Note
IMP-0007,Trusa implant Straumann (set complet),Implantologie,Sterilizare,NSK Europe,Japonia,Titan,5908.14,18,106346.52,2023-09-20,36,2026-09-04,Nou,2,4.7,Da,1,
PAR-0012,Chiureta Gracey 13/14 SG,Parodontologie,Sterilizare,Acteon Group,Franta,Otel inoxidabil german,131.5,15,1972.5,2023-10-28,24,2025-10-17,Nou,2,4.8,Nu,1000,Necesita calibrare anuala
CHI-0034,Cleste extractie molar superior 53L,Chirurgie Orala,Sterilizare,KaVo Kerr,Germania,Otel inoxidabil german,260.47,3,781.41,2022-05-12,12,2023-05-07,Nou,1,3.6,Da,1,Livrare urgenta
PAR-0037,Foarfece Castroviejo,Parodontologie,Sterilizare,Hu-Friedy Europe,Germania,Otel inoxidabil german,153.73,13,1998.49,2020-12-14,24,2022-12-04,Nou,3,3.8,Da,50,Inlocuieste modelul anterior
CHI-0073,Trusa extractie completa (20 piese),Chirurgie Orala,Tratament,KaVo Kerr,Germania,Otel inoxidabil german,1832.96,4,7331.84,2023-06-03,36,2026-05-18,Nou,3,3.8,Da,500,Lot special
PAR-0013,Chiureta Gracey 13/14 SG,Parodontologie,Sterilizare,Mectron,Italia,Otel inoxidabil german,137.44,4,549.76,2021-02-03,12,2022-01-29,Nou,3,4.7,Da,1000,Verificat la receptie
END-0056,Ruler endodontic,Endodontie,Auxiliar,NSK Europe,Japonia,Otel inoxidabil,44.88,16,718.08,2024-01-11,12,2025-01-05,Nou,4,3.5,Da,50,
END-0059,Endo stand 10 gauri,Endodontie,Sterilizare,NSK Europe,Japonia,Plastic autoclavabil,21.68,4,86.72,2025-11-01,24,2027-10-22,Nou,2,4.1,Da,100,
END-0018,Ace rotative WaveOne Gold Primary,Endodontie,Auxiliar,NSK Europe,Japonia,Aliaj titan-nichel,70.96,5,354.8,2021-08-03,6,2022-01-30,Nou,3,4.9,Nu,500,Necesita calibrare anuala
PRO-0050,Matrice Tofflemire set complet,Prostetica,Sterilizare,3M Oral Care,SUA,Otel inoxidabil,157.08,18,2827.44,2022-08-15,36,2025-07-30,Nou,4,4.2,Nu,1,
PAR-0009,Chiureta Gracey 7/8 SG,Parodontologie,Chirurgie,Hu-Friedy Europe,Germania,Otel inoxidabil german,69.13,6,414.78,2025-09-01,36,2028-08-16,Nou,2,3.6,Da,100,Livrare urgenta
IMP-0028,Foret secvential 3.5mm,Implantologie,Chirurgie,Zimmer Biomet,SUA,Carbura de tungsten,126.87,20,2537.4,2021-12-07,24,2023-11-27,Reconditionat,5,3.6,Da,50,
STE-0043,Distilator apa Aqua 4 Melag,Sterilizare,Chirurgie,Densply Romania,Romania,Aluminiu anodizat,1517.23,6,9103.38,2020-07-22,36,2023-07-07,Nou,5,3.9,Da,500,
CHI-0040,Cleste extractie molar inferior 23,Chirurgie Orala,Chirurgie,KaVo Kerr,Germania,Otel inoxidabil german,146.11,18,2629.98,2024-11-25,36,2027-11-10,Nou,4,4.7,Da,200,
ORT-0002,Cleste bracket Weingart,Ortodontie,Profilaxie,Ormco,SUA,Otel inoxidabil german,172.44,5,862.2,2025-08-03,24,2027-07-24,Nou,3,4.1,Da,200,Livrare urgenta
END-0052,Microscop dentar Global D Vario,Endodontie,Tratament,KaVo Kerr,Germania,Aluminiu anodizat,15899.94,16,254399.04,2023-09-24,12,2024-09-18,Nou,1,3.5,Da,500,Verificat la receptie
END-0010,Ace Hedstrom 25mm (6 buc),Endodontie,Chirurgie,Acteon Group,Franta,Aliaj titan-nichel,21.92,19,416.48,2024-11-09,36,2027-10-25,Nou,4,4.5,Da,50,
ORT-0070,Cleste formator arc tip Burstone,Ortodontie,Tratament,3M Oral Care,SUA,Otel inoxidabil german,184.53,6,1107.18,2020-05-07,12,2021-05-02,Nou,4,3.6,Da,100,
GEN-0005,Penseta dentara anatomica,General,Auxiliar,Hu-Friedy Europe,Germania,Otel inoxidabil,32.75,8,262.0,2023-03-31,6,2023-09-27,Nou,1,4.1,Da,50,Livrare urgenta
PED-0029,Deschizator buze pediatric,Pedodontie,Chirurgie,Hu-Friedy Europe,Germania,Plastic autoclavabil,31.15,10,311.5,2022-03-02,12,2023-02-25,Nou,4,4.7,Da,200,Lot special
RAD-0027,Dispozitiv pozitionare senzor XCP,Radiologie,Profilaxie,Henry Schein Dental,SUA,Plastic autoclavabil,142.99,11,1572.89,2025-06-14,60,2030-05-19,Nou,5,4.8,Da,500,Livrare urgenta
CHI-0009,Lame bisturiu nr.15 (100 buc),Chirurgie Orala,Sterilizare,KaVo Kerr,Germania,Otel inoxidabil,87.83,13,1141.79,2022-04-14,36,2025-03-29,Nou,5,4.2,Nu,100,Necesita calibrare anuala
PAR-0049,Electrobisturiu periochirurgie,Parodontologie,Profilaxie,Acteon Group,Franta,Aliaj titan-nichel,2329.47,12,27953.64,2023-11-14,36,2026-10-29,Nou,5,3.5,Da,50,
PED-0008,Matrice sectoriala pediatrica (set),Pedodontie,Auxiliar,Kerr Dental,SUA,Otel inoxidabil,59.94,15,899.1,2022-04-15,24,2024-04-04,Nou,3,4.8,Da,200,Necesita calibrare anuala
END-0023,Motor endodontic X-Smart Plus,Endodontie,Diagnostic,Acteon Group,Franta,Aliaj titan-nichel,2851.73,14,39924.22,2021-11-12,36,2024-10-27,Nou,4,4.0,Nu,Nelimitat,Sterilizabil autoclav
PAR-0038,Foarfece Castroviejo,Parodontologie,Profilaxie,Acteon Group,Franta,Otel inoxidabil german,111.49,9,1003.41,2022-03-06,6,2022-09-02,Nou,5,4.8,Da,100,Lot special
RAD-0001,Senzor radiologie digitala Planmeca,Radiologie,Diagnostic,Dentsply Sirona,Germania,Aliaj titan-nichel,5361.25,2,10722.5,2023-06-12,6,2023-12-09,Nou,2,4.8,Da,200,
CHI-0062,Needle holder Hegar 15cm,Chirurgie Orala,Auxiliar,Henry Schein Dental,SUA,Otel inoxidabil german,131.88,18,2373.84,2022-11-06,24,2024-10-26,Reconditionat,4,4.9,Da,100,
RAD-0020,Halter film radiologic tip Kim,Radiologie,Sterilizare,Dentsply Sirona,Germania,Plastic autoclavabil,51.31,9,461.79,2022-04-28,6,2022-10-25,Nou,3,4.6,Da,1,
STE-0057,Solutie dezinfectant Optim 33 (1L),Sterilizare,Auxiliar,Densply Romania,Romania,Silicon medical,43.16,9,388.44,2020-01-24,24,2022-01-13,Reconditionat,5,4.9,Da,50,Necesita calibrare anuala
END-0006,Ace K-File 25mm nr.15 (6 buc),Endodontie,Diagnostic,KaVo Kerr,Germania,Aliaj titan-nichel,33.37,15,500.55,2022-12-21,6,2023-06-19,Nou,3,4.7,Da,Nelimitat,Recomandat de medic specialist
RAD-0024,Negatoscop LED dentar,Radiologie,Diagnostic,Henry Schein Dental,SUA,Aluminiu anodizat,416.21,3,1248.63,2022-02-10,36,2025-01-25,Nou,4,4.8,Da,50,Verificat la receptie
STE-0027,Cassete Hu-Friedy IMS marime M,Sterilizare,Diagnostic,Densply Romania,Romania,Aluminiu anodizat,124.81,15,1872.15,2023-01-02,60,2027-12-07,Nou,4,4.9,Da,100,Inlocuieste modelul anterior
STE-0032,Cassete Hu-Friedy IMS marime L,Sterilizare,Auxiliar,SciCan,Canada,Aluminiu anodizat,171.52,5,857.6,2022-08-24,6,2023-02-20,Nou,5,4.9,Da,200,Lot special
STE-0018,Sigilator pungi sterilizare Melag,Sterilizare,Chirurgie,W&H Dentalwerk,Austria,Aluminiu anodizat,1407.35,13,18295.55,2022-12-14,36,2025-11-28,Nou,4,4.4,Da,1,Necesita calibrare anuala
GEN-0030,Chiureta universala Columbia,General,Profilaxie,Densply Romania,Romania,Otel inoxidabil german,70.87,3,212.61,2021-09-02,60,2026-08-07,Nou,3,4.4,Da,1,
STE-0005,Autoclav clasa B W&H Lexa B,Sterilizare,Tratament,SciCan,Canada,Aluminiu anodizat,4469.56,9,40226.04,2023-11-25,24,2025-11-14,Nou,5,4.7,Da,1,Recomandat de medic specialist
PRO-0004,Spatula amestec silicon (set 3),Prostetica,Tratament,3M Oral Care,SUA,Otel inoxidabil,42.85,6,257.1,2023-10-04,60,2028-09-07,Nou,2,3.7,Da,200,
PAR-0008,Chiureta Gracey 7/8 SG,Parodontologie,Auxiliar,Mectron,Italia,Otel inoxidabil german,118.35,20,2367.0,2021-01-25,36,2024-01-10,Nou,2,4.2,Nu,50,Inlocuieste modelul anterior
PAR-0018,Set chiurete Gracey complet (7 piese),Parodontologie,Chirurgie,Acteon Group,Franta,Otel inoxidabil german,573.21,11,6305.31,2023-04-19,36,2026-04-03,Nou,2,4.1,Da,1000,Lot special
RAD-0018,Halter film radiologic tip Kim,Radiologie,Auxiliar,Dentsply Sirona,Germania,Plastic autoclavabil,70.62,3,211.86,2020-03-06,36,2023-02-19,Nou,2,4.6,Da,200,Recomandat de medic specialist
CHI-0017,Elevator Cryer stanga,Chirurgie Orala,Chirurgie,KaVo Kerr,Germania,Otel inoxidabil german,138.85,19,2638.15,2022-10-21,36,2025-10-05,Reconditionat,5,4.2,Nu,1000,
IMP-0001,Trusa implant Nobel Biocare (set complet),Implantologie,Diagnostic,Zimmer Biomet,SUA,Titan,3023.67,20,60473.4,2025-06-02,36,2028-05-17,Nou,5,4.3,Da,500,
GEN-0032,Chiureta universala Columbia,General,Auxiliar,Henry Schein Dental,SUA,Otel inoxidabil german,157.86,6,947.16,2024-08-15,6,2025-02-11,Nou,3,4.7,Da,100,Sterilizabil autoclav
IMP-0022,Cheie dinamometrica implant,Implantologie,Profilaxie,Zimmer Biomet,SUA,Titan,488.19,19,9275.61,2025-08-11,12,2026-08-06,Nou,1,4.2,Da,1,Verificat la receptie
ORT-0011,Cleste indoire arc Tweed,Ortodontie,Diagnostic,American Orthodontics,SUA,Otel inoxidabil german,167.16,19,3176.04,2021-08-09,12,2022-08-04,Nou,3,4.2,Nu,100,Inlocuieste modelul anterior
CHI-0024,Cleste extractie 150 superior,Chirurgie Orala,Profilaxie,Henry Schein Dental,SUA,Otel inoxidabil german,159.01,4,636.04,2025-10-23,36,2028-10-07,Nou,1,3.5,Da,100,
IMP-0005,Trusa implant Nobel Biocare (set complet),Implantologie,Diagnostic,Zimmer Biomet,SUA,Titan,4893.67,4,19574.68,2025-12-03,6,2026-06-01,Nou,5,4.2,Da,500,
PED-0014,Cleste extractie 151S pediatric,Pedodontie,Tratament,Hu-Friedy Europe,Germania,Otel inoxidabil german,101.08,4,404.32,2024-06-01,24,2026-05-22,Nou,3,4.3,Da,500,Necesita calibrare anuala
PED-0026,Plugger compozit pediatric,Pedodontie,Profilaxie,GC Europe,Belgia,Otel inoxidabil,67.48,2,134.96,2021-01-01,60,2025-12-06,Nou,1,4.9,Da,1,
PRO-0014,Lingura amprenta superioara L,Prostetica,Sterilizare,3M Oral Care,SUA,Aluminiu anodizat,33.76,4,135.04,2022-04-29,60,2027-04-03,Demo,4,3.6,Da,1,Necesita calibrare anuala
GEN-0036,Scaler sickle H6/H7,General,Diagnostic,GC Europe,Belgia,Otel inoxidabil german,94.91,17,1613.47,2021-04-18,36,2024-04-02,Nou,2,3.9,Da,100,Sterilizabil autoclav
CHI-0078,Cleste Rongeur Luer,Chirurgie Orala,Sterilizare,Henry Schein Dental,SUA,Otel inoxidabil german,209.5,17,3561.5,2023-02-03,6,2023-08-02,Nou,4,4.8,Da,50,
CHI-0041,Cleste extractie dinte de minte 222,Chirurgie Orala,Diagnostic,KaVo Kerr,Germania,Otel inoxidabil german,174.82,18,3146.76,2023-01-06,36,2025-12-21,Nou,1,3.8,Nu,500,Verificat la receptie
RAD-0017,Sortier radiologie panoramica,Radiologie,Tratament,Henry Schein Dental,SUA,Aluminiu anodizat,1303.47,4,5213.88,2025-01-27,36,2028-01-12,Nou,5,4.6,Da,100,Sterilizabil autoclav
GEN-0006,Penseta dentara anatomica,General,Profilaxie,GC Europe,Belgia,Otel inoxidabil,51.32,9,461.88,2020-10-19,60,2025-09-23,Nou,5,4.6,Nu,100,
CHI-0023,Cleste extractie 150 superior,Chirurgie Orala,Diagnostic,GC Europe,Belgia,Otel inoxidabil german,126.09,19,2395.71,2021-06-09,6,2021-12-06,Nou,4,4.2,Da,200,Lot special
ORT-0001,Cleste bracket Weingart,Ortodontie,Tratament,Ormco,SUA,Otel inoxidabil german,88.9,20,1778.0,2022-09-07,12,2023-09-02,Nou,1,4.3,Da,200,
PRO-0043,Polisher ceramica (set 5),Prostetica,Profilaxie,Dentsply Sirona,Germania,Carbon,74.62,3,223.86,2023-07-03,60,2028-06-06,Nou,3,4.3,Nu,500,
GEN-0016,Spatula de ciment,General,Tratament,Henry Schein Dental,SUA,Otel inoxidabil,22.56,1,22.56,2022-07-31,60,2027-07-05,Nou,1,4.6,Da,1,
STE-0033,Cassete Hu-Friedy IMS marime L,Sterilizare,Profilaxie,SciCan,Canada,Aluminiu anodizat,146.9,4,587.6,2023-07-07,24,2025-06-26,Nou,4,4.7,Da,50,
PAR-0029,Sonda parodontala Williams,Parodontologie,Profilaxie,Mectron,Italia,Otel inoxidabil german,72.31,20,1446.2,2022-09-25,6,2023-03-24,Nou,3,4.1,Da,500,
CHI-0035,Cleste extractie molar superior 53L,Chirurgie Orala,Chirurgie,GC Europe,Belgia,Otel inoxidabil german,193.84,3,581.52,2021-03-01,24,2023-02-19,Nou,1,4.5,Da,50,Sterilizabil autoclav
RAD-0002,Senzor radiologie digitala Planmeca,Radiologie,Sterilizare,Henry Schein Dental,SUA,Aliaj titan-nichel,8495.88,8,67967.04,2020-09-15,12,2021-09-10,Nou,4,4.0,Da,100,Inlocuieste modelul anterior
CHI-0065,Aspirator chirurgical Frazier,Chirurgie Orala,Diagnostic,Hu-Friedy Europe,Germania,Otel inoxidabil,66.38,19,1261.22,2022-06-09,6,2022-12-06,Nou,4,3.8,Da,1,Recomandat de medic specialist
IMP-0034,Elevator periost Molt 9,Implantologie,Profilaxie,Straumann Group,Elvetia,Otel inoxidabil german,147.28,8,1178.24,2023-05-04,6,2023-10-31,Nou,3,4.8,Da,Nelimitat,
IMP-0009,Implant titan 3.5x10mm,Implantologie,Sterilizare,NSK Europe,Japonia,Titan,297.74,12,3572.88,2024-03-17,36,2027-03-02,Nou,5,4.5,Da,Nelimitat,
IMP-0011,Implant titan 4.1x12mm,Implantologie,Profilaxie,Zimmer Biomet,SUA,Titan,389.14,4,1556.56,2021-06-26,6,2021-12-23,Nou,4,4.3,Da,1,Lot special
IMP-0019,Surubelnita implant manuala,Implantologie,Sterilizare,NSK Europe,Japonia,Titan,94.25,20,1885.0,2025-05-16,60,2030-04-20,Nou,5,4.9,Da,Nelimitat,Sterilizabil autoclav
CHI-0039,Cleste extractie molar inferior 23,Chirurgie Orala,Tratament,KaVo Kerr,Germania,Otel inoxidabil german,192.42,1,192.42,2025-07-07,36,2028-06-21,Nou,4,4.7,Da,500,Recomandat de medic specialist
PRO-0031,Spatula laborator cearã,Prostetica,Diagnostic,3M Oral Care,SUA,Otel inoxidabil,43.04,14,602.56,2022-09-04,60,2027-08-09,Nou,2,5.0,Da,50,Sterilizabil autoclav
RAD-0007,Suport film radiologic adult (set 3),Radiologie,Sterilizare,Dentsply Sirona,Germania,Plastic autoclavabil,117.98,7,825.86,2021-04-26,60,2026-03-31,Reconditionat,5,4.0,Da,200,Lot special
CHI-0032,Cleste extractie molar superior 53L,Chirurgie Orala,Auxiliar,Hu-Friedy Europe,Germania,Otel inoxidabil german,122.66,11,1349.26,2022-07-23,24,2024-07-12,Nou,3,4.6,Nu,100,Recomandat de medic specialist
IMP-0015,Implant titan 4.8x10mm,Implantologie,Sterilizare,NSK Europe,Japonia,Titan,409.06,11,4499.66,2024-12-08,24,2026-11-28,Nou,5,3.7,Da,200,Necesita calibrare anuala
END-0011,Ace Hedstrom 25mm (6 buc),Endodontie,Profilaxie,NSK Europe,Japonia,Aliaj titan-nichel,30.63,5,153.15,2020-05-21,60,2025-04-25,Nou,2,4.5,Nu,1,Livrare urgenta
PRO-0003,Spatula amestec silicon (set 3),Prostetica,Auxiliar,GC Europe,Belgia,Otel inoxidabil,86.69,4,346.76,2021-01-08,6,2021-07-07,Nou,3,3.6,Da,200,Sterilizabil autoclav
CHI-0014,Elevator Apexo nr.301,Chirurgie Orala,Profilaxie,Hu-Friedy Europe,Germania,Otel inoxidabil german,85.58,1,85.58,2021-10-06,6,2022-04-04,Demo,4,4.0,Da,500,Sterilizabil autoclav
ORT-0004,Cleste bracket Weingart,Ortodontie,Sterilizare,Ormco,SUA,Otel inoxidabil german,123.18,10,1231.8,2025-06-28,12,2026-06-23,Nou,4,4.0,Nu,200,Lot special
PRO-0022,Lingura amprenta partiala,Prostetica,Diagnostic,Kerr Dental,SUA,Aluminiu anodizat,25.02,4,100.08,2025-10-15,12,2026-10-10,Nou,1,4.2,Da,100,Lot special
PAR-0020,Set chiurete Gracey complet (7 piese),Parodontologie,Chirurgie,Hu-Friedy Europe,Germania,Otel inoxidabil german,846.03,18,15228.54,2025-05-21,60,2030-04-25,Nou,4,4.5,Nu,Nelimitat,Lot special
PAR-0002,Chiureta Gracey 1/2 SG,Parodontologie,Chirurgie,Hu-Friedy Europe,Germania,Otel inoxidabil german,143.61,3,430.83,2021-02-18,24,2023-02-08,Nou,4,5.0,Nu,1,Verificat la receptie
PED-0037,Caseta sterilizare pediatrie,Pedodontie,Auxiliar,Hu-Friedy Europe,Germania,Aluminiu anodizat,149.53,2,299.06,2020-10-09,36,2023-09-24,Nou,4,3.8,Nu,100,
STE-0056,Solutie dezinfectant Optim 33 (1L),Sterilizare,Diagnostic,Acteon Group,Franta,Silicon medical,52.25,4,209.0,2024-06-02,24,2026-05-23,Nou,1,4.8,Da,200,
CHI-0015,Elevator Apexo nr.301,Chirurgie Orala,Chirurgie,Hu-Friedy Europe,Germania,Otel inoxidabil german,117.64,3,352.92,2021-01-04,60,2025-12-09,Nou,5,4.9,Da,50,Necesita calibrare anuala
PAR-0046,Electrobisturiu periochirurgie,Parodontologie,Tratament,Acteon Group,Franta,Aliaj titan-nichel,2419.44,19,45969.36,2021-08-21,36,2024-08-05,Reconditionat,1,3.8,Da,100,Livrare urgenta
PED-0043,Canula aspiratie pediatrica,Pedodontie,Auxiliar,GC Europe,Belgia,Plastic autoclavabil,27.53,17,468.01,2022-06-24,36,2025-06-08,Nou,1,4.3,Da,1000,Recomandat de medic specialist
ORT-0063,Retractor obraz Lip Bumper,Ortodontie,Auxiliar,Ormco,SUA,Plastic autoclavabil,42.25,12,507.0,2022-11-04,6,2023-05-03,Nou,1,4.0,Da,Nelimitat,Inlocuieste modelul anterior
GEN-0044,Oglinda frontala cu maner,General,Auxiliar,Kerr Dental,SUA,Otel inoxidabil,64.25,8,514.0,2023-02-09,60,2028-01-14,Nou,2,3.9,Da,50,
ORT-0014,Cleste debonding ceramic,Ortodontie,Chirurgie,Dentsply Sirona,Germania,Otel inoxidabil german,243.25,10,2432.5,2022-07-31,60,2027-07-05,Nou,2,4.5,Da,1000,Recomandat de medic specialist
IMP-0058,Kit sinus lift (6 piese),Implantologie,Tratament,Zimmer Biomet,SUA,Titan,908.4,11,9992.4,2023-01-16,6,2023-07-15,Nou,1,4.3,Da,Nelimitat,
ORT-0073,Cleste formator arc tip Burstone,Ortodontie,Tratament,3M Oral Care,SUA,Otel inoxidabil german,214.13,7,1498.91,2023-03-15,36,2026-02-27,Nou,2,4.8,Nu,1,Livrare urgenta
PED-0027,Plugger compozit pediatric,Pedodontie,Chirurgie,Kerr Dental,SUA,Otel inoxidabil,100.16,6,600.96,2023-03-31,6,2023-09-27,Nou,5,4.4,Nu,1000,Necesita calibrare anuala
IMP-0042,Abutment titan standard,Implantologie,Chirurgie,Straumann Group,Elvetia,Titan,183.37,9,1650.33,2020-12-03,24,2022-11-23,Nou,2,3.6,Da,200,Inlocuieste modelul anterior
CHI-0043,Cleste extractie dinte de minte 222,Chirurgie Orala,Profilaxie,KaVo Kerr,Germania,Otel inoxidabil german,172.11,15,2581.65,2020-02-03,12,2021-01-28,Nou,1,4.2,Da,Nelimitat,Necesita calibrare anuala
STE-0014,Baie ultrasunet Biosonic UC300,Sterilizare,Auxiliar,SciCan,Canada,Aluminiu anodizat,1574.31,13,20466.03,2023-09-01,12,2024-08-26,Nou,5,3.6,Nu,Nelimitat,
ORT-0052,Pin pusher instrucor,Ortodontie,Auxiliar,American Orthodontics,SUA,Otel inoxidabil,54.73,5,273.65,2021-09-26,6,2022-03-25,Nou,1,4.3,Da,1000,Lot special
GEN-0004,Sonda parodontala CP-15,General,Auxiliar,GC Europe,Belgia,Otel inoxidabil german,90.28,2,180.56,2025-02-24,60,2030-01-29,Nou,4,3.6,Da,500,Verificat la receptie
STE-0013,Baie ultrasunet Biosonic UC300,Sterilizare,Diagnostic,Densply Romania,Romania,Aluminiu anodizat,779.39,9,7014.51,2025-06-27,36,2028-06-11,Nou,2,3.5,Nu,1000,
CHI-0022,Elevator Cryer dreapta,Chirurgie Orala,Chirurgie,Hu-Friedy Europe,Germania,Otel inoxidabil german,128.78,18,2318.04,2020-06-22,36,2023-06-07,Nou,3,4.2,Nu,50,Recomandat de medic specialist
RAD-0034,Tablier protectie plumb pediatric,Radiologie,Sterilizare,Henry Schein Dental,SUA,Silicon medical,391.01,15,5865.15,2024-01-03,6,2024-07-01,Nou,5,4.5,Da,Nelimitat,Recomandat de medic specialist
RAD-0044,Film radiologie Speed D (150 buc),Radiologie,Tratament,Henry Schein Dental,SUA,Silicon medical,199.01,12,2388.12,2020-07-18,24,2022-07-08,Nou,1,4.3,Da,500,Inlocuieste modelul anterior
RAD-0025,Negatoscop LED dentar,Radiologie,Chirurgie,KaVo Kerr,Germania,Aluminiu anodizat,321.45,5,1607.25,2025-07-25,12,2026-07-20,Nou,5,4.9,Nu,1000,
CHI-0063,Needle holder Hegar 15cm,Chirurgie Orala,Auxiliar,Hu-Friedy Europe,Germania,Otel inoxidabil german,149.7,10,1497.0,2020-01-27,24,2022-01-16,Demo,2,4.8,Da,500,
STE-0022,Pungi sterilizare 90x230mm (200 buc),Sterilizare,Profilaxie,SciCan,Canada,Silicon medical,73.28,19,1392.32,2020-04-01,24,2022-03-22,Nou,4,4.0,Da,1000,
GEN-0071,Varf ultrasonic universal,General,Profilaxie,GC Europe,Belgia,Aliaj titan-nichel,69.57,6,417.42,2025-04-11,60,2030-03-16,Nou,3,3.8,Nu,1,Recomandat de medic specialist
CHI-0048,Retractor Langenbeck,Chirurgie Orala,Auxiliar,Hu-Friedy Europe,Germania,Otel inoxidabil german,68.39,9,615.51,2021-05-05,36,2024-04-19,Nou,1,5.0,Nu,1000,Recomandat de medic specialist
PRO-0053,Matrice Tofflemire set complet,Prostetica,Auxiliar,GC Europe,Belgia,Otel inoxidabil,155.77,19,2959.63,2022-03-09,60,2027-02-11,Nou,2,4.0,Da,Nelimitat,
PED-0039,Caseta sterilizare pediatrie,Pedodontie,Profilaxie,Kerr Dental,SUA,Aluminiu anodizat,148.17,8,1185.36,2020-01-15,6,2020-07-13,Demo,4,4.5,Nu,Nelimitat,Lot special
PAR-0011,Chiureta Gracey 7/8 SG,Parodontologie,Diagnostic,Satelec,Franta,Otel inoxidabil german,111.37,4,445.48,2025-07-30,6,2026-01-26,Nou,4,3.6,Da,Nelimitat,Lot special
ORT-0005,Cleste bracket Weingart,Ortodontie,Auxiliar,3M Oral Care,SUA,Otel inoxidabil german,202.4,8,1619.2,2024-04-17,12,2025-04-12,Nou,4,3.6,Nu,200,Livrare urgenta
GEN-0051,Sonda exploratoare nr.23,General,Tratament,Hu-Friedy Europe,Germania,Otel inoxidabil,94.69,2,189.38,2020-05-07,12,2021-05-02,Nou,1,4.4,Nu,1000,
PRO-0051,Matrice Tofflemire set complet,Prostetica,Auxiliar,Kerr Dental,SUA,Otel inoxidabil,176.99,15,2654.85,2024-04-13,24,2026-04-03,Reconditionat,1,3.6,Da,Nelimitat,Lot special
CHI-0004,Bisturiu maner nr.4,Chirurgie Orala,Diagnostic,Henry Schein Dental,SUA,Otel inoxidabil german,71.33,6,427.98,2025-05-03,60,2030-04-07,Nou,5,4.3,Nu,1000,
IMP-0055,Osteotom Summers 4mm,Implantologie,Auxiliar,Zimmer Biomet,SUA,Titan,197.61,4,790.44,2020-04-30,24,2022-04-20,Nou,3,4.3,Da,200,Verificat la receptie
IMP-0059,Motor implant NSK Surgic Pro,Implantologie,Tratament,NSK Europe,Japonia,Aliaj titan-nichel,4865.31,15,72979.65,2023-03-02,24,2025-02-19,Nou,5,4.2,Da,500,Necesita calibrare anuala
CHI-0019,Elevator Cryer dreapta,Chirurgie Orala,Diagnostic,GC Europe,Belgia,Otel inoxidabil german,145.99,17,2481.83,2020-02-09,24,2022-01-29,Nou,1,4.1,Da,200,Necesita calibrare anuala
IMP-0026,Foret secvential 3.5mm,Implantologie,Tratament,NSK Europe,Japonia,Carbura de tungsten,105.34,13,1369.42,2020-01-19,12,2021-01-13,Nou,1,4.4,Da,100,Lot special
PAR-0042,Needle holder Castroviejo,Parodontologie,Sterilizare,Mectron,Italia,Otel inoxidabil german,153.31,4,613.24,2021-12-20,60,2026-11-24,Nou,3,4.8,Da,100,
PED-0002,Oglinda pediatrica nr.2,Pedodontie,Auxiliar,GC Europe,Belgia,Otel inoxidabil,37.92,16,606.72,2025-11-23,36,2028-11-07,Nou,5,3.6,Da,200,Necesita calibrare anuala
CHI-0001,Bisturiu maner nr.3,Chirurgie Orala,Diagnostic,Henry Schein Dental,SUA,Otel inoxidabil german,38.35,9,345.15,2022-01-07,60,2026-12-12,Reconditionat,5,5.0,Da,1,Inlocuieste modelul anterior
ORT-0007,Cleste taiere ligatura,Ortodontie,Auxiliar,American Orthodontics,SUA,Carbon,122.15,5,610.75,2020-11-02,36,2023-10-18,Nou,3,4.0,Da,Nelimitat,Sterilizabil autoclav
PED-0038,Caseta sterilizare pediatrie,Pedodontie,Diagnostic,Kerr Dental,SUA,Aluminiu anodizat,139.34,13,1811.42,2024-03-18,6,2024-09-14,Nou,5,3.7,Da,500,Necesita calibrare anuala
PRO-0007,Lingura amprenta superioara S,Prostetica,Tratament,3M Oral Care,SUA,Aluminiu anodizat,17.38,20,347.6,2020-01-27,12,2021-01-21,Nou,3,4.4,Da,50,Lot special
STE-0036,Indicator chimic sterilizare clasa 5 (250 buc),Sterilizare,Diagnostic,SciCan,Canada,Silicon medical,60.46,8,483.68,2022-11-02,60,2027-10-07,Nou,3,4.9,Da,Nelimitat,Inlocuieste modelul anterior
CHI-0074,Pensa Kocher dreapta,Chirurgie Orala,Diagnostic,GC Europe,Belgia,Otel inoxidabil german,96.73,5,483.65,2020-03-16,36,2023-03-01,Nou,5,3.6,Da,50,
ORT-0047,Cleste Nance,Ortodontie,Sterilizare,3M Oral Care,SUA,Otel inoxidabil german,141.55,17,2406.35,2021-09-09,6,2022-03-08,Nou,3,5.0,Da,1,
PED-0024,Portamalgam pediatric,Pedodontie,Diagnostic,Hu-Friedy Europe,Germania,Otel inoxidabil german,120.41,19,2287.79,2022-09-07,12,2023-09-02,Nou,5,3.8,Da,200,
ORT-0034,Arc NiTi dreptunghic 0.019x0.025 (10 buc),Ortodontie,Auxiliar,3M Oral Care,SUA,Aliaj titan-nichel,36.59,9,329.31,2023-06-19,24,2025-06-08,Nou,2,4.8,Nu,1,Recomandat de medic specialist
GEN-0043,Oglinda frontala cu maner,General,Profilaxie,Kerr Dental,SUA,Otel inoxidabil,78.39,18,1411.02,2023-07-23,36,2026-07-07,Nou,5,4.1,Da,1000,Lot special
